date,country,os,browser,market_share
2025-03,Canada,Mobile,KakaoTalk,0.005
2025-03,Canada,Mobile,VivoBrowser,0.005
2025-03,Canada,Mobile,Whale,0.005
2025-03,Canada,Mobile,QQ Browser,0.004
2025-03,Canada,Mobile,Instabridge,0.002
2025-03,Canada,Mobile,HiBrowser,0.001
2025-03,Canada,Mobile,Other,0.001
2025-03,Canada,Windows,Chrome,65.941
2025-03,Canada,Windows,Edge,20.439
2025-03,Canada,Windows,Firefox,8.703
2025-03,Canada,Windows,Opera,2.379
2025-03,Canada,Windows,Brave,2.081
2025-03,Canada,Windows,AVG,0.127
2025-03,Canada,Windows,Avast Secure Browser,0.114
2025-03,Canada,Windows,DuckDuckGo,0.095
2025-03,Canada,Windows,Wave Browser,0.054
2025-03,Canada,Windows,Yandex Browser,0.039
2025-03,Canada,Windows,Safari,0.011
2025-03,Canada,Windows,Whale,0.008
2025-03,Canada,Windows,Vivaldi,0.004
2025-03,Canada,Windows,QQ Browser,0.002
2025-03,Canada,Windows,Aloha Browser,0.001
2025-03,Canada,Windows,Other,0.001
2025-03,Canada,Windows,Sogou Explorer,0.001
2025-03,Canada,Windows,UC Browser,0.001
2025-03,Canada,iOS,Safari,42.89
2025-03,Canada,iOS,Mobile Safari UI/WKWebView,35.445
2025-03,Canada,iOS,Chrome,9.585
2025-03,Canada,iOS,Facebook,6.013
2025-03,Canada,iOS,Instagram,4.077
2025-03,Canada,iOS,TikTok,0.521
2025-03,Canada,iOS,DuckDuckGo,0.284
2025-03,Canada,iOS,Firefox,0.252
2025-03,Canada,iOS,Edge,0.235
2025-03,Canada,iOS,Pinterest,0.19
2025-03,Canada,iOS,Aloha Browser,0.18
2025-03,Canada,iOS,Twitter,0.174
2025-03,Canada,iOS,Snapchat,0.116
2025-03,Canada,iOS,Ecosia,0.016
2025-03,Canada,iOS,Yandex Browser,0.011
2025-03,Canada,iOS,KakaoTalk,0.003
2025-03,Canada,iOS,UC Browser,0.003
2025-03,Canada,iOS,Opera,0.002
2025-03,Canada,iOS,Avast Secure Browser,0.001
2025-03,Canada,iOS,Other,0.001
2025-03,Canada,iOS,QQ Browser,0.001
2025-03,Canada,iOS,Whale,0.001
2025-03,Croatia,Android,Chrome,71.001
2025-03,Croatia,Android,Facebook,10.684
2025-03,Croatia,Android,Samsung Internet,9.023
2025-03,Croatia,Android,Chrome Mobile WebView,5.597
2025-03,Croatia,Android,Instagram,0.727
2025-03,Croatia,Android,Firefox,0.646
2025-03,Croatia,Android,Brave,0.6
2025-03,Croatia,Android,Huawei Browser,0.552
2025-03,Croatia,Android,Opera,0.425
2025-03,Croatia,Android,Mi Browser,0.237
2025-03,Croatia,Android,DuckDuckGo,0.23
2025-03,Croatia,Android,Edge,0.108
2025-03,Croatia,Android,Aloha Browser,0.061
2025-03,Croatia,Android,TikTok,0.049
2025-03,Croatia,Android,UC Browser,0.017
2025-03,Croatia,Android,Yandex Browser,0.016
2025-03,Croatia,Android,Ecosia,0.013
2025-03,Croatia,Android,Twitter,0.004
2025-03,Croatia,Android,Other,0.003
2025-03,Croatia,Android,Snapchat,0.003
2025-03,Croatia,Android,Instabridge,0.002
2025-03,Croatia,Android,Pinterest,0.002
2025-03,Croatia,Android,Oculus Browser,0.001
2025-03,Croatia,Android,QQ Browser,0.001
2025-03,Croatia,Android,VivoBrowser,0.001
2025-03,Croatia,Desktop,Chrome,69.74
2025-03,Croatia,Desktop,Firefox,12.491
2025-03,Croatia,Desktop,Edge,9.601
2025-03,Croatia,Desktop,Safari,3.26
2025-03,Croatia,Desktop,Opera,2.412
2025-03,Croatia,Desktop,Brave,2.149
2025-03,Croatia,Desktop,Avast Secure Browser,0.189
2025-03,Croatia,Desktop,DuckDuckGo,0.048
2025-03,Croatia,Desktop,AVG,0.045
2025-03,Croatia,Desktop,Yandex Browser,0.033
2025-03,Croatia,Desktop,Whale,0.012
2025-03,Croatia,Desktop,Huawei Browser,0.006
2025-03,Croatia,Desktop,Mi Browser,0.005
2025-03,Croatia,Desktop,Vivaldi,0.005
2025-03,Croatia,Desktop,Aloha Browser,0.002
2025-03,Croatia,Desktop,Other,0.002
2025-03,Croatia,MacOSX,Chrome,48.36
2025-03,Croatia,MacOSX,Safari,40.049
2025-03,Croatia,MacOSX,Firefox,6.712
2025-03,Croatia,MacOSX,Brave,3.328
2025-03,Croatia,MacOSX,Edge,0.7
2025-03,Croatia,MacOSX,Opera,0.648
2025-03,Croatia,MacOSX,DuckDuckGo,0.168
2025-03,Croatia,MacOSX,Yandex Browser,0.023
2025-03,Croatia,MacOSX,Other,0.007
2025-03,Croatia,MacOSX,Aloha Browser,0.004
2025-03,Croatia,Mobile,Chrome,61.46
2025-03,Croatia,Mobile,Facebook,11.166
2025-03,Croatia,Mobile,Safari,9.291
2025-03,Croatia,Mobile,Samsung Internet,7.513
2025-03,Croatia,Mobile,Chrome Mobile WebView,4.617
2025-03,Croatia,Mobile,Mobile Safari UI/WKWebView,1.953
2025-03,Croatia,Mobile,Instagram,1.277
2025-03,Croatia,Mobile,Firefox,0.602
2025-03,Croatia,Mobile,Brave,0.495
2025-03,Croatia,Mobile,Huawei Browser,0.455
2025-03,Croatia,Mobile,Opera,0.351
2025-03,Croatia,Mobile,DuckDuckGo,0.23
2025-03,Croatia,Mobile,Mi Browser,0.195
2025-03,Croatia,Mobile,Edge,0.119
2025-03,Croatia,Mobile,TikTok,0.119
2025-03,Croatia,Mobile,Aloha Browser,0.058
2025-03,Croatia,Mobile,Pinterest,0.022
2025-03,Croatia,Mobile,Twitter,0.018
2025-03,Croatia,Mobile,Yandex Browser,0.017
2025-03,Croatia,Mobile,UC Browser,0.014
2025-03,Croatia,Mobile,Ecosia,0.011
2025-03,Croatia,Mobile,Snapchat,0.011
2025-03,Croatia,Mobile,Other,0.002
2025-03,Croatia,Mobile,Instabridge,0.001
2025-03,Croatia,Mobile,Oculus Browser,0.001
2025-03,Croatia,Mobile,QQ Browser,0.001
2025-03,Croatia,Mobile,VivoBrowser,0.001
2025-03,Croatia,Windows,Chrome,71.707
2025-03,Croatia,Windows,Firefox,12.649
2025-03,Croatia,Windows,Edge,10.693
2025-03,Croatia,Windows,Opera,2.585
2025-03,Croatia,Windows,Brave,1.999
2025-03,Croatia,Windows,Avast Secure Browser,0.212
2025-03,Croatia,Windows,AVG,0.05
2025-03,Croatia,Windows,DuckDuckGo,0.039
2025-03,Croatia,Windows,Yandex Browser,0.034
2025-03,Croatia,Windows,Whale,0.013
2025-03,Croatia,Windows,Huawei Browser,0.007
2025-03,Croatia,Windows,Safari,0.006
2025-03,Croatia,Windows,Vivaldi,0.004
2025-03,Croatia,Windows,Other,0.002
2025-03,Croatia,Windows,Aloha Browser,0.001
2025-03,Croatia,iOS,Safari,53.341
2025-03,Croatia,iOS,Chrome,16.425
2025-03,Croatia,iOS,Facebook,13.531
2025-03,Croatia,iOS,Mobile Safari UI/WKWebView,11.231
2025-03,Croatia,iOS,Instagram,3.895
2025-03,Croatia,iOS,TikTok,0.451
2025-03,Croatia,iOS,Firefox,0.397
2025-03,Croatia,iOS,DuckDuckGo,0.234
2025-03,Croatia,iOS,Edge,0.167
2025-03,Croatia,iOS,Pinterest,0.118
2025-03,Croatia,iOS,Twitter,0.085
2025-03,Croatia,iOS,Snapchat,0.049
2025-03,Croatia,iOS,Aloha Browser,0.043
2025-03,Croatia,iOS,Yandex Browser,0.021
2025-03,Croatia,iOS,Ecosia,0.005
2025-03,Croatia,iOS,Opera,0.002
2025-03,Croatia,iOS,Mi Browser,0.001
2025-03,Croatia,iOS,Other,0.001
2025-03,Cyprus,Android,Chrome,63.426
2025-03,Cyprus,Android,Chrome Mobile WebView,14.465
2025-03,Cyprus,Android,Facebook,8.653
2025-03,Cyprus,Android,Samsung Internet,8.243
2025-03,Cyprus,Android,Instagram,1.736
2025-03,Cyprus,Android,Brave,0.73
2025-03,Cyprus,Android,Firefox,0.624
2025-03,Cyprus,Android,Opera,0.38
2025-03,Cyprus,Android,Mi Browser,0.302
2025-03,Cyprus,Android,DuckDuckGo,0.276
2025-03,Cyprus,Android,Huawei Browser,0.271
2025-03,Cyprus,Android,Yandex Browser,0.241
2025-03,Cyprus,Android,Edge,0.185
2025-03,Cyprus,Android,TikTok,0.16
2025-03,Cyprus,Android,UC Browser,0.114
2025-03,Cyprus,Android,Aloha Browser,0.081
2025-03,Cyprus,Android,Twitter,0.038
2025-03,Cyprus,Android,HiBrowser,0.025
2025-03,Cyprus,Android,Ecosia,0.014
2025-03,Cyprus,Android,Oculus Browser,0.012
2025-03,Cyprus,Android,VivoBrowser,0.008
2025-03,Cyprus,Android,Pinterest,0.006
2025-03,Cyprus,Android,QQ Browser,0.005
2025-03,Cyprus,Android,Instabridge,0.004
2025-03,Cyprus,Android,Mint Browser,0.001
2025-03,Cyprus,Android,Other,0.001
2025-03,Cyprus,Android,Snapchat,0.001
2025-03,Cyprus,Desktop,Chrome,59.74
2025-03,Cyprus,Desktop,Safari,21.253
2025-03,Cyprus,Desktop,Edge,8.094
2025-03,Cyprus,Desktop,Firefox,6.292
2025-03,Cyprus,Desktop,Opera,2.178
2025-03,Cyprus,Desktop,Brave,1.603
2025-03,Cyprus,Desktop,Yandex Browser,0.622
2025-03,Cyprus,Desktop,Avast Secure Browser,0.115
2025-03,Cyprus,Desktop,DuckDuckGo,0.053
2025-03,Cyprus,Desktop,AVG,0.028
2025-03,Cyprus,Desktop,Whale,0.01
2025-03,Cyprus,Desktop,Other,0.006
2025-03,Cyprus,Desktop,Aloha Browser,0.002
2025-03,Cyprus,Desktop,Huawei Browser,0.002
2025-03,Cyprus,Desktop,Mi Browser,0.002
2025-03,Cyprus,MacOSX,Safari,64.625
2025-03,Cyprus,MacOSX,Chrome,31.1
2025-03,Cyprus,MacOSX,Firefox,2.203
2025-03,Cyprus,MacOSX,Brave,1.037
2025-03,Cyprus,MacOSX,Opera,0.495
2025-03,Cyprus,MacOSX,Edge,0.223
2025-03,Cyprus,MacOSX,Yandex Browser,0.197
2025-03,Cyprus,MacOSX,DuckDuckGo,0.11
2025-03,Cyprus,MacOSX,Aloha Browser,0.003
2025-03,Cyprus,MacOSX,Other,0.003
2025-03,Cyprus,MacOSX,Avast Secure Browser,0.002
2025-03,Cyprus,Mobile,Chrome,40.729
2025-03,Cyprus,Mobile,Safari,25.935
2025-03,Cyprus,Mobile,Mobile Safari UI/WKWebView,9.478
2025-03,Cyprus,Mobile,Chrome Mobile WebView,7.327
2025-03,Cyprus,Mobile,Facebook,6.837
2025-03,Cyprus,Mobile,Samsung Internet,4.359
2025-03,Cyprus,Mobile,Instagram,2.718
2025-03,Cyprus,Mobile,Firefox,0.403
2025-03,Cyprus,Mobile,Brave,0.37
2025-03,Cyprus,Mobile,Twitter,0.332
2025-03,Cyprus,Mobile,TikTok,0.251
2025-03,Cyprus,Mobile,Opera,0.195
2025-03,Cyprus,Mobile,Yandex Browser,0.195
2025-03,Cyprus,Mobile,DuckDuckGo,0.187
2025-03,Cyprus,Mobile,Mi Browser,0.153
2025-03,Cyprus,Mobile,Edge,0.151
2025-03,Cyprus,Mobile,Huawei Browser,0.137
2025-03,Cyprus,Mobile,Aloha Browser,0.077
2025-03,Cyprus,Mobile,Pinterest,0.062
2025-03,Cyprus,Mobile,UC Browser,0.06
2025-03,Cyprus,Mobile,HiBrowser,0.013
2025-03,Cyprus,Mobile,Ecosia,0.01
2025-03,Cyprus,Mobile,Oculus Browser,0.006
2025-03,Cyprus,Mobile,Snapchat,0.005
2025-03,Cyprus,Mobile,QQ Browser,0.004
2025-03,Cyprus,Mobile,VivoBrowser,0.004
2025-03,Cyprus,Mobile,Instabridge,0.002
2025-03,Cyprus,Mobile,Other,0.001
2025-03,Cyprus,Windows,Chrome,73.801
2025-03,Cyprus,Windows,Edge,12.319
2025-03,Cyprus,Windows,Firefox,7.951
2025-03,Cyprus,Windows,Opera,2.984
2025-03,Cyprus,Windows,Brave,1.823
2025-03,Cyprus,Windows,Yandex Browser,0.847
2025-03,Cyprus,Windows,Avast Secure Browser,0.176
2025-03,Cyprus,Windows,AVG,0.042
2025-03,Cyprus,Windows,DuckDuckGo,0.027
2025-03,Cyprus,Windows,Whale,0.014
2025-03,Cyprus,Windows,Other,0.006
2025-03,Cyprus,Windows,Safari,0.005
2025-03,Cyprus,Windows,Huawei Browser,0.003
2025-03,Cyprus,Windows,Aloha Browser,0.001
2025-03,Cyprus,Windows,Hola Browser,0.001
2025-03,Cyprus,Windows,QQ Browser,0.001
2025-03,Cyprus,iOS,Safari,52.872
2025-03,Cyprus,iOS,Mobile Safari UI/WKWebView,19.411
2025-03,Cyprus,iOS,Chrome,17.187
2025-03,Cyprus,iOS,Facebook,5.026
2025-03,Cyprus,iOS,Instagram,3.766
2025-03,Cyprus,iOS,Twitter,0.64
2025-03,Cyprus,iOS,TikTok,0.348
2025-03,Cyprus,iOS,Firefox,0.167
2025-03,Cyprus,iOS,Yandex Browser,0.15
2025-03,Cyprus,iOS,Pinterest,0.121
2025-03,Cyprus,iOS,Edge,0.118
2025-03,Cyprus,iOS,DuckDuckGo,0.097
2025-03,Cyprus,iOS,Aloha Browser,0.073
2025-03,Cyprus,iOS,Snapchat,0.009
2025-03,Cyprus,iOS,Ecosia,0.005
2025-03,Cyprus,iOS,Opera,0.004
2025-03,Cyprus,iOS,Other,0.004
2025-03,Cyprus,iOS,QQ Browser,0.003
2025-03,Czech Republic,Android,Chrome,66.316
2025-03,Czech Republic,Android,Chrome Mobile WebView,17.605
2025-03,Czech Republic,Android,Samsung Internet,5.866
2025-03,Czech Republic,Android,Facebook,5.669
2025-03,Czech Republic,Android,Firefox,0.953
2025-03,Czech Republic,Android,Instagram,0.885
2025-03,Czech Republic,Android,Opera,0.636
2025-03,Czech Republic,Android,Brave,0.528
2025-03,Czech Republic,Android,Mi Browser,0.507
2025-03,Czech Republic,Android,Edge,0.226
2025-03,Czech Republic,Android,DuckDuckGo,0.205
2025-03,Czech Republic,Android,Huawei Browser,0.185
2025-03,Czech Republic,Android,Yandex Browser,0.142
2025-03,Czech Republic,Android,TikTok,0.077
2025-03,Czech Republic,Android,UC Browser,0.069
2025-03,Czech Republic,Android,Aloha Browser,0.055
2025-03,Czech Republic,Android,Oculus Browser,0.016
2025-03,Czech Republic,Android,Ecosia,0.013
2025-03,Czech Republic,Android,Twitter,0.011
2025-03,Czech Republic,Android,Pinterest,0.009
2025-03,Czech Republic,Android,HiBrowser,0.008
2025-03,Czech Republic,Android,Instabridge,0.004
2025-03,Czech Republic,Android,VivoBrowser,0.004
2025-03,Czech Republic,Android,Other,0.003
2025-03,Czech Republic,Android,QQ Browser,0.003
2025-03,Czech Republic,Android,Mint Browser,0.002
2025-03,Czech Republic,Android,Whale,0.002
2025-03,Czech Republic,Android,Snapchat,0.001
2025-03,Czech Republic,Desktop,Chrome,58.87
2025-03,Czech Republic,Desktop,Edge,15.213
2025-03,Czech Republic,Desktop,Firefox,12.591
2025-03,Czech Republic,Desktop,Safari,6.728
2025-03,Czech Republic,Desktop,Opera,4.192
2025-03,Czech Republic,Desktop,Brave,1.654
2025-03,Czech Republic,Desktop,Avast Secure Browser,0.405
2025-03,Czech Republic,Desktop,Yandex Browser,0.147
2025-03,Czech Republic,Desktop,AVG,0.11
2025-03,Czech Republic,Desktop,DuckDuckGo,0.058
2025-03,Czech Republic,Desktop,Vivaldi,0.015
2025-03,Czech Republic,Desktop,Mi Browser,0.007
2025-03,Czech Republic,Desktop,Aloha Browser,0.003
2025-03,Czech Republic,Desktop,Other,0.002
2025-03,Czech Republic,Desktop,Whale,0.002
2025-03,Czech Republic,Desktop,Huawei Browser,0.001
2025-03,Czech Republic,MacOSX,Safari,48.089
2025-03,Czech Republic,MacOSX,Chrome,44.137
2025-03,Czech Republic,MacOSX,Firefox,4.283
2025-03,Czech Republic,MacOSX,Brave,1.741
2025-03,Czech Republic,MacOSX,Opera,0.771
2025-03,Czech Republic,MacOSX,Edge,0.715
2025-03,Czech Republic,MacOSX,DuckDuckGo,0.174
2025-03,Czech Republic,MacOSX,Yandex Browser,0.065
2025-03,Czech Republic,MacOSX,Aloha Browser,0.015
2025-03,Czech Republic,MacOSX,Avast Secure Browser,0.006
2025-03,Czech Republic,MacOSX,Vivaldi,0.003
2025-03,Czech Republic,MacOSX,Other,0.002
2025-03,Czech Republic,Mobile,Chrome,47.095
2025-03,Czech Republic,Mobile,Safari,20.442
2025-03,Czech Republic,Mobile,Chrome Mobile WebView,10.433
2025-03,Czech Republic,Mobile,Mobile Safari UI/WKWebView,8.393
2025-03,Czech Republic,Mobile,Facebook,5.096
2025-03,Czech Republic,Mobile,Samsung Internet,3.647
2025-03,Czech Republic,Mobile,Instagram,1.772
2025-03,Czech Republic,Mobile,Firefox,0.666
2025-03,Czech Republic,Mobile,Yandex Browser,0.436
2025-03,Czech Republic,Mobile,Opera,0.379
2025-03,Czech Republic,Mobile,Brave,0.313
2025-03,Czech Republic,Mobile,Mi Browser,0.301
2025-03,Czech Republic,Mobile,TikTok,0.221
2025-03,Czech Republic,Mobile,Edge,0.211
2025-03,Czech Republic,Mobile,DuckDuckGo,0.186
2025-03,Czech Republic,Mobile,Huawei Browser,0.11
2025-03,Czech Republic,Mobile,Pinterest,0.089
2025-03,Czech Republic,Mobile,Aloha Browser,0.063
2025-03,Czech Republic,Mobile,Twitter,0.061
2025-03,Czech Republic,Mobile,UC Browser,0.042
2025-03,Czech Republic,Mobile,Ecosia,0.01
2025-03,Czech Republic,Mobile,Oculus Browser,0.01
2025-03,Czech Republic,Mobile,Snapchat,0.007
2025-03,Czech Republic,Mobile,HiBrowser,0.005
2025-03,Czech Republic,Mobile,Instabridge,0.003
2025-03,Czech Republic,Mobile,Avast Secure Browser,0.002
2025-03,Czech Republic,Mobile,QQ Browser,0.002
2025-03,Czech Republic,Mobile,VivoBrowser,0.002
2025-03,Czech Republic,Mobile,Mint Browser,0.001
2025-03,Czech Republic,Mobile,Other,0.001
2025-03,Czech Republic,Mobile,Whale,0.001
2025-03,Czech Republic,Windows,Chrome,61.015
2025-03,Czech Republic,Windows,Edge,18.325
2025-03,Czech Republic,Windows,Firefox,13.341
2025-03,Czech Republic,Windows,Opera,4.887
2025-03,Czech Republic,Windows,Brave,1.574
2025-03,Czech Republic,Windows,Avast Secure Browser,0.491
2025-03,Czech Republic,Windows,Yandex Browser,0.164
2025-03,Czech Republic,Windows,AVG,0.134
2025-03,Czech Republic,Windows,DuckDuckGo,0.041
2025-03,Czech Republic,Windows,Safari,0.015
2025-03,Czech Republic,Windows,Vivaldi,0.008
2025-03,Czech Republic,Windows,Whale,0.003
2025-03,Czech Republic,Windows,Other,0.002
2025-03,Czech Republic,Windows,Huawei Browser,0.001
2025-03,Czech Republic,iOS,Safari,48.514
2025-03,Czech Republic,iOS,Mobile Safari UI/WKWebView,25.733
2025-03,Czech Republic,iOS,Chrome,13.715
2025-03,Czech Republic,iOS,Facebook,5.325
2025-03,Czech Republic,iOS,Instagram,3.825
2025-03,Czech Republic,iOS,Yandex Browser,1.08
2025-03,Czech Republic,iOS,TikTok,0.539
2025-03,Czech Republic,iOS,Firefox,0.309
2025-03,Czech Republic,iOS,Pinterest,0.258
2025-03,Czech Republic,iOS,Edge,0.204
2025-03,Czech Republic,iOS,DuckDuckGo,0.196
2025-03,Czech Republic,iOS,Twitter,0.166
2025-03,Czech Republic,iOS,Aloha Browser,0.094
2025-03,Czech Republic,iOS,Snapchat,0.021
2025-03,Czech Republic,iOS,Opera,0.007
2025-03,Czech Republic,iOS,Ecosia,0.006
2025-03,Czech Republic,iOS,Avast Secure Browser,0.005
2025-03,Czech Republic,iOS,Other,0.002
2025-03,Czech Republic,iOS,UC Browser,0.001
2025-03,Denmark,Android,Chrome,58.018
2025-03,Denmark,Android,Chrome Mobile WebView,15.199
2025-03,Denmark,Android,Facebook,11.229
2025-03,Denmark,Android,Samsung Internet,9.901
2025-03,Denmark,Android,Instagram,1.595
2025-03,Denmark,Android,Firefox,1.324
2025-03,Denmark,Android,Brave,0.697
2025-03,Denmark,Android,Edge,0.481
2025-03,Denmark,Android,DuckDuckGo,0.475
2025-03,Denmark,Android,Opera,0.302
2025-03,Denmark,Android,Yandex Browser,0.202
2025-03,Denmark,Android,TikTok,0.153
2025-03,Denmark,Android,Aloha Browser,0.087
2025-03,Denmark,Android,Huawei Browser,0.07
2025-03,Denmark,Android,Ecosia,0.066
2025-03,Denmark,Android,Mi Browser,0.053
2025-03,Denmark,Android,Oculus Browser,0.048
2025-03,Denmark,Android,UC Browser,0.043
2025-03,Denmark,Android,Snapchat,0.027
2025-03,Denmark,Android,Twitter,0.01
2025-03,Denmark,Android,VivoBrowser,0.007
2025-03,Denmark,Android,Pinterest,0.005
2025-03,Denmark,Android,QQ Browser,0.005
2025-03,Denmark,Android,HiBrowser,0.002
2025-03,Denmark,Android,Other,0.002
2025-03,Denmark,Android,Mobile Safari UI/WKWebView,0.001
2025-03,Denmark,Desktop,Chrome,58.89
2025-03,Denmark,Desktop,Edge,16.212
2025-03,Denmark,Desktop,Safari,15.11
2025-03,Denmark,Desktop,Firefox,6.272
2025-03,Denmark,Desktop,Opera,1.957
2025-03,Denmark,Desktop,Brave,1.21
2025-03,Denmark,Desktop,DuckDuckGo,0.111
2025-03,Denmark,Desktop,Avast Secure Browser,0.095
2025-03,Denmark,Desktop,AVG,0.086
2025-03,Denmark,Desktop,Yandex Browser,0.045
2025-03,Denmark,Desktop,Vivaldi,0.006
2025-03,Denmark,Desktop,Aloha Browser,0.002
2025-03,Denmark,Desktop,Whale,0.002
2025-03,Denmark,Desktop,Mi Browser,0.001
2025-03,Denmark,Desktop,Other,0.001
2025-03,Denmark,MacOSX,Safari,52.12
2025-03,Denmark,MacOSX,Chrome,42.96
2025-03,Denmark,MacOSX,Firefox,3.329
2025-03,Denmark,MacOSX,Brave,0.721
2025-03,Denmark,MacOSX,Edge,0.38
2025-03,Denmark,MacOSX,Opera,0.257
2025-03,Denmark,MacOSX,DuckDuckGo,0.214
2025-03,Denmark,MacOSX,Yandex Browser,0.009
2025-03,Denmark,MacOSX,Vivaldi,0.006
2025-03,Denmark,MacOSX,Aloha Browser,0.002
2025-03,Denmark,MacOSX,Avast Secure Browser,0.001
2025-03,Denmark,MacOSX,Other,0.001
2025-03,Denmark,Mobile,Safari,30.777
2025-03,Denmark,Mobile,Chrome,23.954
2025-03,Denmark,Mobile,Mobile Safari UI/WKWebView,18.262
2025-03,Denmark,Mobile,Facebook,12.531
2025-03,Denmark,Mobile,Chrome Mobile WebView,4.586
2025-03,Denmark,Mobile,Instagram,3.913
2025-03,Denmark,Mobile,Samsung Internet,3.096
2025-03,Denmark,Mobile,TikTok,0.657
2025-03,Denmark,Mobile,Firefox,0.594
2025-03,Denmark,Mobile,Edge,0.454
2025-03,Denmark,Mobile,DuckDuckGo,0.256
2025-03,Denmark,Mobile,Snapchat,0.221
2025-03,Denmark,Mobile,Brave,0.21
2025-03,Denmark,Mobile,Yandex Browser,0.124
2025-03,Denmark,Mobile,Opera,0.092
2025-03,Denmark,Mobile,Pinterest,0.064
2025-03,Denmark,Mobile,Aloha Browser,0.049
2025-03,Denmark,Mobile,Twitter,0.046
2025-03,Denmark,Mobile,Ecosia,0.043
2025-03,Denmark,Mobile,Huawei Browser,0.021
2025-03,Denmark,Mobile,Mi Browser,0.016
2025-03,Denmark,Mobile,Oculus Browser,0.014
2025-03,Denmark,Mobile,UC Browser,0.013
2025-03,Denmark,Mobile,Other,0.002
2025-03,Denmark,Mobile,QQ Browser,0.002
2025-03,Denmark,Mobile,VivoBrowser,0.002
2025-03,Denmark,Windows,Chrome,63.638
2025-03,Denmark,Windows,Edge,24.455
2025-03,Denmark,Windows,Firefox,7.209
2025-03,Denmark,Windows,Opera,2.828
2025-03,Denmark,Windows,Brave,1.435
2025-03,Denmark,Windows,Avast Secure Browser,0.143
2025-03,Denmark,Windows,AVG,0.13
2025-03,Denmark,Windows,DuckDuckGo,0.074
2025-03,Denmark,Windows,Yandex Browser,0.064
2025-03,Denmark,Windows,Safari,0.013
2025-03,Denmark,Windows,Vivaldi,0.005
2025-03,Denmark,Windows,Whale,0.003
2025-03,Denmark,Windows,Other,0.002
2025-03,Denmark,iOS,Safari,44.087
2025-03,Denmark,iOS,Mobile Safari UI/WKWebView,26.361
2025-03,Denmark,iOS,Facebook,13.198
2025-03,Denmark,iOS,Chrome,9.013
2025-03,Denmark,iOS,Instagram,4.954
2025-03,Denmark,iOS,TikTok,0.882
2025-03,Denmark,iOS,Edge,0.444
2025-03,Denmark,iOS,Snapchat,0.307
2025-03,Denmark,iOS,Firefox,0.28
2025-03,Denmark,iOS,DuckDuckGo,0.163
2025-03,Denmark,iOS,Yandex Browser,0.092
2025-03,Denmark,iOS,Pinterest,0.09
2025-03,Denmark,iOS,Twitter,0.062
2025-03,Denmark,iOS,Aloha Browser,0.033
2025-03,Denmark,iOS,Ecosia,0.033
2025-03,Denmark,iOS,Other,0.002
2025-03,Denmark,iOS,Opera,0.001
2025-03,Estonia,Android,Chrome,62.656
2025-03,Estonia,Android,Chrome Mobile WebView,16.232
2025-03,Estonia,Android,Samsung Internet,9.553
2025-03,Estonia,Android,Facebook,6.6
2025-03,Estonia,Android,Firefox,1.222
2025-03,Estonia,Android,Brave,0.838
2025-03,Estonia,Android,Instagram,0.62
2025-03,Estonia,Android,Opera,0.504
2025-03,Estonia,Android,Huawei Browser,0.411
2025-03,Estonia,Android,Yandex Browser,0.374
2025-03,Estonia,Android,DuckDuckGo,0.295
2025-03,Estonia,Android,Edge,0.221
2025-03,Estonia,Android,Mi Browser,0.198
2025-03,Estonia,Android,Aloha Browser,0.087
2025-03,Estonia,Android,TikTok,0.065
2025-03,Estonia,Android,UC Browser,0.059
2025-03,Estonia,Android,Oculus Browser,0.022
2025-03,Estonia,Android,Ecosia,0.02
2025-03,Estonia,Android,QQ Browser,0.008
2025-03,Estonia,Android,HiBrowser,0.003
2025-03,Estonia,Android,Other,0.003
2025-03,Estonia,Android,Snapchat,0.003
2025-03,Estonia,Android,Instabridge,0.002
2025-03,Estonia,Android,Twitter,0.002
2025-03,Estonia,Android,Mint Browser,0.001
2025-03,Estonia,Android,Pinterest,0.001
2025-03,Estonia,Android,VivoBrowser,0.001
2025-03,Estonia,Desktop,Chrome,67.657
2025-03,Estonia,Desktop,Firefox,10.658
2025-03,Estonia,Desktop,Edge,9.332
2025-03,Estonia,Desktop,Safari,5.593
2025-03,Estonia,Desktop,Opera,3.556
2025-03,Estonia,Desktop,Brave,2.246
2025-03,Estonia,Desktop,Yandex Browser,0.718
2025-03,Estonia,Desktop,Avast Secure Browser,0.123
2025-03,Estonia,Desktop,DuckDuckGo,0.058
2025-03,Estonia,Desktop,AVG,0.034
2025-03,Estonia,Desktop,Vivaldi,0.007
2025-03,Estonia,Desktop,Whale,0.005
2025-03,Estonia,Desktop,Mi Browser,0.003
2025-03,Estonia,Desktop,Aloha Browser,0.002
2025-03,Estonia,Desktop,Huawei Browser,0.002
2025-03,Estonia,Desktop,UC Browser,0.002
2025-03,Estonia,Desktop,Other,0.001
2025-03,Estonia,MacOSX,Chrome,53.312
2025-03,Estonia,MacOSX,Safari,36.845
2025-03,Estonia,MacOSX,Firefox,5.73
2025-03,Estonia,MacOSX,Brave,2.307
