date,country,browser,market_share
2025-01,Czech Republic,Facebook,3.046
2025-01,Czech Republic,Opera,2.185
2025-01,Czech Republic,Samsung Internet,2.089
2025-01,Czech Republic,Instagram,1.099
2025-01,Czech Republic,Brave,0.931
2025-01,Czech Republic,Avast Secure Browser,0.219
2025-01,Czech Republic,Mi Browser,0.18
2025-01,Czech Republic,DuckDuckGo,0.126
2025-01,Czech Republic,Yandex Browser,0.124
2025-01,Czech Republic,TikTok,0.087
2025-01,Czech Republic,Huawei Browser,0.067
2025-01,Czech Republic,AVG,0.062
2025-01,Czech Republic,Pinterest,0.042
2025-01,Czech Republic,Aloha Browser,0.029
2025-01,Czech Republic,Twitter,0.023
2025-01,Czech Republic,UC Browser,0.02
2025-01,Czech Republic,Vivaldi,0.007
2025-01,Czech Republic,Ecosia,0.006
2025-01,Czech Republic,Oculus Browser,0.006
2025-01,Czech Republic,Snapchat,0.006
2025-01,Czech Republic,HiBrowser,0.003
2025-01,Czech Republic,Other,0.002
2025-01,Czech Republic,QQ Browser,0.002
2025-01,Czech Republic,VivoBrowser,0.002
2025-01,Czech Republic,Whale,0.002
2025-01,Denmark,Chrome,39.517
2025-01,Denmark,Safari,24.25
2025-01,Denmark,Mobile Safari UI/WKWebView,9.828
2025-01,Denmark,Edge,7.573
2025-01,Denmark,Facebook,6.662
2025-01,Denmark,Firefox,3.208
2025-01,Denmark,Chrome Mobile WebView,2.512
2025-01,Denmark,Instagram,2.237
2025-01,Denmark,Samsung Internet,1.678
2025-01,Denmark,Opera,0.877
2025-01,Denmark,Brave,0.652
2025-01,Denmark,TikTok,0.24
2025-01,Denmark,DuckDuckGo,0.188
2025-01,Denmark,Yandex Browser,0.171
2025-01,Denmark,Snapchat,0.112
2025-01,Denmark,Pinterest,0.086
2025-01,Denmark,Avast Secure Browser,0.047
2025-01,Denmark,AVG,0.042
2025-01,Denmark,Aloha Browser,0.027
2025-01,Denmark,Twitter,0.023
2025-01,Denmark,Ecosia,0.017
2025-01,Denmark,Mi Browser,0.017
2025-01,Denmark,Huawei Browser,0.012
2025-01,Denmark,Oculus Browser,0.008
2025-01,Denmark,UC Browser,0.007
2025-01,Denmark,Vivaldi,0.002
2025-01,Denmark,Other,0.001
2025-01,Denmark,QQ Browser,0.001
2025-01,Denmark,VivoBrowser,0.001
2025-01,Denmark,Whale,0.001
2025-01,Estonia,Chrome,57.18
2025-01,Estonia,Safari,12.051
2025-01,Estonia,Firefox,6.294
2025-01,Estonia,Edge,5.301
2025-01,Estonia,Chrome Mobile WebView,4.283
2025-01,Estonia,Mobile Safari UI/WKWebView,3.883
2025-01,Estonia,Facebook,3.072
2025-01,Estonia,Samsung Internet,2.604
2025-01,Estonia,Opera,2.158
2025-01,Estonia,Brave,1.281
2025-01,Estonia,Instagram,0.709
2025-01,Estonia,Yandex Browser,0.544
2025-01,Estonia,DuckDuckGo,0.166
2025-01,Estonia,Huawei Browser,0.103
2025-01,Estonia,Mi Browser,0.076
2025-01,Estonia,Avast Secure Browser,0.073
2025-01,Estonia,TikTok,0.064
2025-01,Estonia,Pinterest,0.037
2025-01,Estonia,Aloha Browser,0.036
2025-01,Estonia,AVG,0.023
2025-01,Estonia,Twitter,0.014
2025-01,Estonia,Snapchat,0.012
2025-01,Estonia,Ecosia,0.01
2025-01,Estonia,UC Browser,0.008
2025-01,Estonia,Oculus Browser,0.006
2025-01,Estonia,Whale,0.004
2025-01,Estonia,QQ Browser,0.002
2025-01,Estonia,Vivaldi,0.002
2025-01,Estonia,HiBrowser,0.001
2025-01,Estonia,Instabridge,0.001
2025-01,Estonia,Other,0.001
2025-01,Finland,Chrome,54.786
2025-01,Finland,Safari,13.51
2025-01,Finland,Firefox,7.205
2025-01,Finland,Edge,6.183
2025-01,Finland,Chrome Mobile WebView,4.6
2025-01,Finland,Mobile Safari UI/WKWebView,3.851
2025-01,Finland,Samsung Internet,2.497
2025-01,Finland,Facebook,2.101
2025-01,Finland,Instagram,1.425
2025-01,Finland,Opera,1.365
2025-01,Finland,Brave,1.192
2025-01,Finland,Yandex Browser,0.465
2025-01,Finland,DuckDuckGo,0.292
2025-01,Finland,TikTok,0.164
2025-01,Finland,Avast Secure Browser,0.066
2025-01,Finland,Pinterest,0.059
2025-01,Finland,Snapchat,0.048
2025-01,Finland,Aloha Browser,0.046
2025-01,Finland,Mi Browser,0.036
2025-01,Finland,Twitter,0.026
2025-01,Finland,Huawei Browser,0.023
2025-01,Finland,UC Browser,0.022
2025-01,Finland,Ecosia,0.012
2025-01,Finland,AVG,0.011
2025-01,Finland,Oculus Browser,0.007
2025-01,Finland,QQ Browser,0.002
2025-01,Finland,Vivaldi,0.002
2025-01,Finland,VivoBrowser,0.002
2025-01,Finland,Whale,0.002
2025-01,Finland,HiBrowser,0.001
2025-01,Finland,Other,0.001
2025-01,France,Chrome,48.395
2025-01,France,Safari,15.465
2025-01,France,Firefox,7.398
2025-01,France,Edge,6.355
2025-01,France,Mobile Safari UI/WKWebView,6.053
2025-01,France,Chrome Mobile WebView,4.967
2025-01,France,Samsung Internet,3.102
2025-01,France,Facebook,2.811
2025-01,France,Instagram,1.522
2025-01,France,Opera,1.302
2025-01,France,Brave,0.906
2025-01,France,TikTok,0.317
2025-01,France,Snapchat,0.195
2025-01,France,Yandex Browser,0.19
2025-01,France,Mi Browser,0.158
2025-01,France,DuckDuckGo,0.146
2025-01,France,Avast Secure Browser,0.14
2025-01,France,Ecosia,0.126
2025-01,France,UC Browser,0.123
2025-01,France,Aloha Browser,0.093
2025-01,France,Pinterest,0.076
2025-01,France,Twitter,0.057
2025-01,France,Huawei Browser,0.055
2025-01,France,AVG,0.014
2025-01,France,Oculus Browser,0.009
2025-01,France,VivoBrowser,0.008
2025-01,France,HiBrowser,0.006
2025-01,France,QQ Browser,0.002
2025-01,France,Vivaldi,0.002
2025-01,France,Whale,0.002
2025-01,France,Instabridge,0.001
2025-01,France,Mint Browser,0.001
2025-01,France,Other,0.001
2025-01,France,Wave Browser,0.001
2025-01,Germany,Chrome,39.729
2025-01,Germany,Safari,17.908
2025-01,Germany,Firefox,11.551
2025-01,Germany,Edge,7.339
2025-01,Germany,Mobile Safari UI/WKWebView,6.055
2025-01,Germany,Chrome Mobile WebView,5.136
2025-01,Germany,Samsung Internet,4.196
2025-01,Germany,Instagram,2.271
2025-01,Germany,Facebook,1.813
2025-01,Germany,Opera,1.748
2025-01,Germany,Brave,0.755
2025-01,Germany,DuckDuckGo,0.309
2025-01,Germany,TikTok,0.292
2025-01,Germany,Yandex Browser,0.173
2025-01,Germany,Ecosia,0.171
2025-01,Germany,Pinterest,0.117
2025-01,Germany,Mi Browser,0.085
2025-01,Germany,Aloha Browser,0.075
2025-01,Germany,Huawei Browser,0.069
2025-01,Germany,Avast Secure Browser,0.062
2025-01,Germany,UC Browser,0.042
2025-01,Germany,Twitter,0.033
2025-01,Germany,AVG,0.019
2025-01,Germany,Snapchat,0.018
2025-01,Germany,Oculus Browser,0.01
2025-01,Germany,QQ Browser,0.004
2025-01,Germany,VivoBrowser,0.004
2025-01,Germany,Vivaldi,0.003
2025-01,Germany,Wave Browser,0.003
2025-01,Germany,Whale,0.003
2025-01,Germany,HiBrowser,0.002
2025-01,Germany,Other,0.002
2025-01,Germany,Instabridge,0.001
2025-01,Germany,Mint Browser,0.001
2025-01,Greece,Chrome,59.262
2025-01,Greece,Safari,8.813
2025-01,Greece,Firefox,6.035
2025-01,Greece,Chrome Mobile WebView,5.476
2025-01,Greece,Facebook,5.34
2025-01,Greece,Mobile Safari UI/WKWebView,4.507
2025-01,Greece,Edge,3.251
2025-01,Greece,Samsung Internet,2.451
2025-01,Greece,Instagram,1.933
2025-01,Greece,Opera,1.07
2025-01,Greece,Brave,0.809
2025-01,Greece,Mi Browser,0.276
2025-01,Greece,Huawei Browser,0.23
2025-01,Greece,TikTok,0.169
2025-01,Greece,DuckDuckGo,0.108
2025-01,Greece,Avast Secure Browser,0.084
2025-01,Greece,Aloha Browser,0.049
2025-01,Greece,Yandex Browser,0.034
2025-01,Greece,Pinterest,0.032
2025-01,Greece,AVG,0.022
2025-01,Greece,Twitter,0.02
2025-01,Greece,UC Browser,0.009
2025-01,Greece,Ecosia,0.005
2025-01,Greece,Snapchat,0.005
2025-01,Greece,Oculus Browser,0.002
2025-01,Greece,Other,0.002
2025-01,Greece,Mint Browser,0.001
2025-01,Greece,QQ Browser,0.001
2025-01,Greece,Vivaldi,0.001
2025-01,Greece,VivoBrowser,0.001
2025-01,Greece,Whale,0.001
2025-01,Hungary,Chrome,56.996
2025-01,Hungary,Safari,8.909
2025-01,Hungary,Firefox,7.575
2025-01,Hungary,Facebook,7.099
2025-01,Hungary,Edge,4.877
2025-01,Hungary,Chrome Mobile WebView,4.437
2025-01,Hungary,Mobile Safari UI/WKWebView,3.008
2025-01,Hungary,Samsung Internet,2.095
2025-01,Hungary,Opera,1.93
2025-01,Hungary,Brave,1.35
2025-01,Hungary,Instagram,0.637
2025-01,Hungary,TikTok,0.276
2025-01,Hungary,Avast Secure Browser,0.19
2025-01,Hungary,Huawei Browser,0.14
2025-01,Hungary,Mi Browser,0.12
2025-01,Hungary,DuckDuckGo,0.115
2025-01,Hungary,Pinterest,0.051
2025-01,Hungary,Yandex Browser,0.047
2025-01,Hungary,Aloha Browser,0.043
2025-01,Hungary,AVG,0.037
2025-01,Hungary,Twitter,0.025
2025-01,Hungary,Ecosia,0.009
2025-01,Hungary,UC Browser,0.008
2025-01,Hungary,Snapchat,0.005
2025-01,Hungary,Whale,0.005
2025-01,Hungary,Oculus Browser,0.003
2025-01,Hungary,Vivaldi,0.003
2025-01,Hungary,QQ Browser,0.002
2025-01,Hungary,HiBrowser,0.001
2025-01,Hungary,Instabridge,0.001
2025-01,Hungary,KakaoTalk,0.001
2025-01,Hungary,Other,0.001
2025-01,Hungary,VivoBrowser,0.001
2025-01,Hungary,webOS,0.001
2025-01,Iceland,Chrome,49.452
2025-01,Iceland,Safari,19.297
2025-01,Iceland,Edge,5.832
2025-01,Iceland,Facebook,5.726
2025-01,Iceland,Chrome Mobile WebView,4.269
2025-01,Iceland,Firefox,3.869
2025-01,Iceland,Mobile Safari UI/WKWebView,3.671
2025-01,Iceland,Samsung Internet,2.838
2025-01,Iceland,Instagram,1.95
2025-01,Iceland,Opera,1.323
2025-01,Iceland,Brave,1.047
2025-01,Iceland,DuckDuckGo,0.295
2025-01,Iceland,TikTok,0.106
2025-01,Iceland,Pinterest,0.061
2025-01,Iceland,Yandex Browser,0.056
2025-01,Iceland,Avast Secure Browser,0.051
2025-01,Iceland,Twitter,0.033
2025-01,Iceland,Aloha Browser,0.025
2025-01,Iceland,Snapchat,0.021
2025-01,Iceland,AVG,0.014
2025-01,Iceland,Mi Browser,0.014
2025-01,Iceland,Ecosia,0.013
2025-01,Iceland,Huawei Browser,0.01
2025-01,Iceland,Oculus Browser,0.009
2025-01,Iceland,UC Browser,0.006
2025-01,Iceland,QQ Browser,0.003
2025-01,Iceland,Vivaldi,0.003
2025-01,Iceland,Whale,0.003
2025-01,Iceland,KakaoTalk,0.001
2025-01,Iceland,Other,0.001
2025-01,Iceland,VivoBrowser,0.001
2025-01,India,Chrome,64.981
2025-01,India,Chrome Mobile WebView,14.123
2025-01,India,Instagram,4.97
2025-01,India,Safari,3.079
2025-01,India,Facebook,2.821
2025-01,India,Edge,2.236
2025-01,India,Mobile Safari UI/WKWebView,1.938
2025-01,India,Firefox,1.35
2025-01,India,Brave,1.106
2025-01,India,Samsung Internet,1.042
2025-01,India,Opera,0.901
2025-01,India,VivoBrowser,0.627
2025-01,India,UC Browser,0.471
2025-01,India,Snapchat,0.086
2025-01,India,Aloha Browser,0.051
2025-01,India,DuckDuckGo,0.048
2025-01,India,Mi Browser,0.043
2025-01,India,HiBrowser,0.039
2025-01,India,Twitter,0.037
2025-01,India,Pinterest,0.018
2025-01,India,Yandex Browser,0.011
2025-01,India,Avast Secure Browser,0.008
2025-01,India,Huawei Browser,0.005
2025-01,India,AVG,0.004
2025-01,India,Other,0.003
2025-01,India,Coc Coc,0.001
2025-01,India,Ecosia,0.001
2025-01,India,Whale,0.001
2025-01,Ireland,Chrome,49.207
2025-01,Ireland,Safari,15.965
2025-01,Ireland,Mobile Safari UI/WKWebView,9.11
2025-01,Ireland,Chrome Mobile WebView,4.931
2025-01,Ireland,Facebook,4.82
2025-01,Ireland,Edge,4.768
2025-01,Ireland,Samsung Internet,3.333
2025-01,Ireland,Firefox,2.758
2025-01,Ireland,Instagram,2.578
2025-01,Ireland,Brave,0.696
2025-01,Ireland,Opera,0.632
2025-01,Ireland,DuckDuckGo,0.387
2025-01,Ireland,TikTok,0.278
2025-01,Ireland,Snapchat,0.173
2025-01,Ireland,Twitter,0.072
2025-01,Ireland,Pinterest,0.054
2025-01,Ireland,Mi Browser,0.037
2025-01,Ireland,Avast Secure Browser,0.035
2025-01,Ireland,AVG,0.031
2025-01,Ireland,Yandex Browser,0.03
2025-01,Ireland,Ecosia,0.028
2025-01,Ireland,Aloha Browser,0.027
2025-01,Ireland,Huawei Browser,0.023
2025-01,Ireland,Oculus Browser,0.012
2025-01,Ireland,UC Browser,0.009
2025-01,Ireland,Other,0.002
2025-01,Ireland,VivoBrowser,0.002
2025-01,Ireland,HiBrowser,0.001
2025-01,Ireland,QQ Browser,0.001
2025-01,Ireland,Whale,0.001
2025-01,Italy,Chrome,53.548
2025-01,Italy,Safari,13.109
2025-01,Italy,Mobile Safari UI/WKWebView,6.588
2025-01,Italy,Chrome Mobile WebView,5.237
2025-01,Italy,Facebook,4.746
2025-01,Italy,Edge,4.116
2025-01,Italy,Firefox,3.857
2025-01,Italy,Instagram,3.411
2025-01,Italy,Samsung Internet,2.93
2025-01,Italy,Brave,0.647
2025-01,Italy,Opera,0.644
2025-01,Italy,TikTok,0.379
2025-01,Italy,Mi Browser,0.215
2025-01,Italy,DuckDuckGo,0.14
2025-01,Italy,Avast Secure Browser,0.092
2025-01,Italy,Huawei Browser,0.084
2025-01,Italy,Pinterest,0.054
2025-01,Italy,Aloha Browser,0.038
2025-01,Italy,Yandex Browser,0.037
2025-01,Italy,AVG,0.036
2025-01,Italy,Ecosia,0.031
2025-01,Italy,Twitter,0.028
2025-01,Italy,UC Browser,0.016
2025-01,Italy,Snapchat,0.005
2025-01,Italy,Oculus Browser,0.004
2025-01,Italy,Other,0.002
2025-01,Italy,QQ Browser,0.002
2025-01,Italy,Vivaldi,0.001
2025-01,Italy,VivoBrowser,0.001
2025-01,Italy,Whale,0.001
2025-01,Latvia,Chrome,57.792
2025-01,Latvia,Safari,11.352
2025-01,Latvia,Firefox,6.377
2025-01,Latvia,Edge,5.109
2025-01,Latvia,Mobile Safari UI/WKWebView,3.616
2025-01,Latvia,Samsung Internet,3.54
2025-01,Latvia,Chrome Mobile WebView,3.287
2025-01,Latvia,Facebook,2.78
2025-01,Latvia,Opera,2.529
2025-01,Latvia,Brave,1.102
2025-01,Latvia,Instagram,0.949
2025-01,Latvia,Yandex Browser,0.817
2025-01,Latvia,TikTok,0.135
2025-01,Latvia,DuckDuckGo,0.128
2025-01,Latvia,Mi Browser,0.12
2025-01,Latvia,Huawei Browser,0.102
2025-01,Latvia,Avast Secure Browser,0.096
2025-01,Latvia,Pinterest,0.044
2025-01,Latvia,Aloha Browser,0.039
2025-01,Latvia,AVG,0.022
2025-01,Latvia,Twitter,0.022
2025-01,Latvia,Snapchat,0.012
2025-01,Latvia,UC Browser,0.011
2025-01,Latvia,Oculus Browser,0.005
2025-01,Latvia,Ecosia,0.003
2025-01,Latvia,Whale,0.003
2025-01,Latvia,Other,0.002
2025-01,Latvia,QQ Browser,0.002
2025-01,Latvia,Vivaldi,0.002
2025-01,Latvia,VivoBrowser,0.002
2025-01,Latvia,Sogou Explorer,0.001
2025-01,Liechtenstein,Chrome,41.519
2025-01,Liechtenstein,Safari,17.828
2025-01,Liechtenstein,Edge,12.476
2025-01,Liechtenstein,Firefox,12.445
2025-01,Liechtenstein,Mobile Safari UI/WKWebView,4.601
2025-01,Liechtenstein,Samsung Internet,3.006
2025-01,Liechtenstein,Chrome Mobile WebView,1.506
2025-01,Liechtenstein,Opera,1.436
2025-01,Liechtenstein,Instagram,1.396
2025-01,Liechtenstein,Facebook,1.361
2025-01,Liechtenstein,Brave,1.085
2025-01,Liechtenstein,DuckDuckGo,0.923
2025-01,Liechtenstein,Pinterest,0.115
2025-01,Liechtenstein,TikTok,0.098
2025-01,Liechtenstein,Avast Secure Browser,0.045
2025-01,Liechtenstein,Ecosia,0.038
2025-01,Liechtenstein,Other,0.032
2025-01,Liechtenstein,AVG,0.026
2025-01,Liechtenstein,Yandex Browser,0.026
2025-01,Liechtenstein,Aloha Browser,0.019
2025-01,Liechtenstein,Twitter,0.019
2025-01,Lithuania,Chrome,56.235
2025-01,Lithuania,Safari,9.287
2025-01,Lithuania,Chrome Mobile WebView,6.298
2025-01,Lithuania,Firefox,6.179
2025-01,Lithuania,Facebook,5.37
2025-01,Lithuania,Edge,4.581
2025-01,Lithuania,Mobile Safari UI/WKWebView,3.714
2025-01,Lithuania,Samsung Internet,3.453
2025-01,Lithuania,Opera,2.261
2025-01,Lithuania,Brave,1.002
2025-01,Lithuania,Instagram,0.735
2025-01,Lithuania,Yandex Browser,0.269
2025-01,Lithuania,Mi Browser,0.129
2025-01,Lithuania,DuckDuckGo,0.098
2025-01,Lithuania,Avast Secure Browser,0.093
2025-01,Lithuania,Huawei Browser,0.085
2025-01,Lithuania,TikTok,0.082
2025-01,Lithuania,Aloha Browser,0.031
2025-01,Lithuania,Pinterest,0.027
2025-01,Lithuania,AVG,0.018
2025-01,Lithuania,UC Browser,0.012
2025-01,Lithuania,Snapchat,0.01
2025-01,Lithuania,Twitter,0.008
2025-01,Lithuania,Ecosia,0.004
2025-01,Lithuania,Oculus Browser,0.004
2025-01,Lithuania,Vivaldi,0.004
2025-01,Lithuania,Whale,0.004
2025-01,Lithuania,Other,0.002
2025-01,Lithuania,QQ Browser,0.002
2025-01,Lithuania,Sogou Explorer,0.001
2025-01,Lithuania,VivoBrowser,0.001
2025-01,Luxembourg,Chrome,37.675
2025-01,Luxembourg,Safari,24.042
2025-01,Luxembourg,Firefox,8.394
2025-01,Luxembourg,Edge,7.864
2025-01,Luxembourg,Mobile Safari UI/WKWebView,6.991
2025-01,Luxembourg,Samsung Internet,3.238
2025-01,Luxembourg,Facebook,3.177
2025-01,Luxembourg,Chrome Mobile WebView,2.663
2025-01,Luxembourg,Instagram,2.015
2025-01,Luxembourg,Opera,1.292
2025-01,Luxembourg,Brave,1.19
2025-01,Luxembourg,DuckDuckGo,0.406
2025-01,Luxembourg,TikTok,0.163
2025-01,Luxembourg,Yandex Browser,0.15
2025-01,Luxembourg,UC Browser,0.127
2025-01,Luxembourg,Pinterest,0.11
2025-01,Luxembourg,Snapchat,0.102
2025-01,Luxembourg,Ecosia,0.077
2025-01,Luxembourg,QQ Browser,0.063
2025-01,Luxembourg,Aloha Browser,0.059
2025-01,Luxembourg,Avast Secure Browser,0.049
2025-01,Luxembourg,Mi Browser,0.039
2025-01,Luxembourg,Twitter,0.038
2025-01,Luxembourg,Huawei Browser,0.033
2025-01,Luxembourg,AVG,0.015
2025-01,Luxembourg,VivoBrowser,0.008
2025-01,Luxembourg,Oculus Browser,0.004
2025-01,Luxembourg,Other,0.004
2025-01,Luxembourg,Whale,0.004
2025-01,Luxembourg,Baidu Browser,0.002
2025-01,Luxembourg,HiBrowser,0.002
2025-01,Luxembourg,Vivaldi,0.002
2025-01,Luxembourg,Wave Browser,0.002
2025-01,Luxembourg,Instabridge,0.001
2025-01,Malta,Chrome,56.131
2025-01,Malta,Safari,12.625
2025-01,Malta,Mobile Safari UI/WKWebView,6.526
2025-01,Malta,Edge,6.03
2025-01,Malta,Facebook,4.988
2025-01,Malta,Chrome Mobile WebView,3.571
2025-01,Malta,Firefox,3.554
2025-01,Malta,Samsung Internet,1.896
2025-01,Malta,Brave,1.496
2025-01,Malta,Opera,1.265
2025-01,Malta,Instagram,1.177
2025-01,Malta,DuckDuckGo,0.141
2025-01,Malta,Mi Browser,0.091
2025-01,Malta,TikTok,0.089
2025-01,Malta,Pinterest,0.075
2025-01,Malta,UC Browser,0.063
2025-01,Malta,Aloha Browser,0.05
2025-01,Malta,AVG,0.049
2025-01,Malta,Avast Secure Browser,0.044
2025-01,Malta,Twitter,0.041
2025-01,Malta,Yandex Browser,0.041
2025-01,Malta,Huawei Browser,0.018
2025-01,Malta,Ecosia,0.009
2025-01,Malta,Other,0.006
2025-01,Malta,Snapchat,0.006
2025-01,Malta,Oculus Browser,0.005
2025-01,Malta,Whale,0.005
2025-01,Malta,VivoBrowser,0.004
2025-01,Malta,HiBrowser,0.001
2025-01,Netherlands,Chrome,42.867
2025-01,Netherlands,Safari,18.544
2025-01,Netherlands,Edge,8.182
2025-01,Netherlands,Mobile Safari UI/WKWebView,6.272
2025-01,Netherlands,Opera,4.535
2025-01,Netherlands,Firefox,4.474
2025-01,Netherlands,Facebook,3.573
2025-01,Netherlands,Chrome Mobile WebView,3.418
2025-01,Netherlands,Samsung Internet,3.307
2025-01,Netherlands,Instagram,2.08
2025-01,Netherlands,Brave,0.968
2025-01,Netherlands,Yandex Browser,0.456
2025-01,Netherlands,DuckDuckGo,0.351
2025-01,Netherlands,TikTok,0.275
2025-01,Netherlands,Aloha Browser,0.15
2025-01,Netherlands,Snapchat,0.106
2025-01,Netherlands,Pinterest,0.082
2025-01,Netherlands,UC Browser,0.077
2025-01,Netherlands,AVG,0.058
2025-01,Netherlands,Twitter,0.048
2025-01,Netherlands,Avast Secure Browser,0.047
2025-01,Netherlands,Ecosia,0.044
2025-01,Netherlands,Mi Browser,0.041
2025-01,Netherlands,Huawei Browser,0.017
2025-01,Netherlands,VivoBrowser,0.009
2025-01,Netherlands,Oculus Browser,0.007
2025-01,Netherlands,HiBrowser,0.004
2025-01,Netherlands,QQ Browser,0.004
2025-01,Netherlands,Vivaldi,0.003
2025-01,Netherlands,Whale,0.003
2025-01,Netherlands,Other,0.002
2025-01,Netherlands,Mint Browser,0.001
2025-01,New Zealand,Chrome,49.754
2025-01,New Zealand,Safari,18.683
2025-01,New Zealand,Facebook,6.486
2025-01,New Zealand,Edge,6.335
2025-01,New Zealand,Mobile Safari UI/WKWebView,5.91
2025-01,New Zealand,Firefox,2.912
2025-01,New Zealand,Chrome Mobile WebView,2.876
2025-01,New Zealand,Samsung Internet,2.861
2025-01,New Zealand,Instagram,1.784
2025-01,New Zealand,Brave,0.829
2025-01,New Zealand,Opera,0.796
2025-01,New Zealand,DuckDuckGo,0.238
2025-01,New Zealand,TikTok,0.184
2025-01,New Zealand,Pinterest,0.086
2025-01,New Zealand,Snapchat,0.045
2025-01,New Zealand,Avast Secure Browser,0.039
2025-01,New Zealand,AVG,0.032
2025-01,New Zealand,Aloha Browser,0.026
2025-01,New Zealand,Twitter,0.026
2025-01,New Zealand,Huawei Browser,0.022
2025-01,New Zealand,Ecosia,0.017
2025-01,New Zealand,Yandex Browser,0.013
2025-01,New Zealand,UC Browser,0.01
2025-01,New Zealand,Mi Browser,0.007
2025-01,New Zealand,Whale,0.007
2025-01,New Zealand,Oculus Browser,0.005
2025-01,New Zealand,KakaoTalk,0.004
2025-01,New Zealand,QQ Browser,0.004
2025-01,New Zealand,VivoBrowser,0.004
2025-01,New Zealand,Vivaldi,0.002
2025-01,New Zealand,Instabridge,0.001
2025-01,New Zealand,Sogou Explorer,0.001
2025-01,New Zealand,Other,0.0
2025-01,Norway,Chrome,38.999
2025-01,Norway,Safari,24.664
2025-01,Norway,Edge,7.893
2025-01,Norway,Mobile Safari UI/WKWebView,7.319
2025-01,Norway,Facebook,4.925
2025-01,Norway,Firefox,4.226
2025-01,Norway,Chrome Mobile WebView,3.724
2025-01,Norway,Samsung Internet,2.928
2025-01,Norway,Instagram,1.846
2025-01,Norway,Opera,1.429
2025-01,Norway,Brave,0.848
2025-01,Norway,Snapchat,0.444
2025-01,Norway,DuckDuckGo,0.223
2025-01,Norway,TikTok,0.202
2025-01,Norway,Yandex Browser,0.09
2025-01,Norway,Pinterest,0.058
2025-01,Norway,Twitter,0.033
2025-01,Norway,AVG,0.032
2025-01,Norway,Avast Secure Browser,0.03
2025-01,Norway,Aloha Browser,0.025
2025-01,Norway,Huawei Browser,0.015
2025-01,Norway,Oculus Browser,0.013
2025-01,Norway,Ecosia,0.01
2025-01,Norway,Mi Browser,0.01
2025-01,Norway,UC Browser,0.007
2025-01,Norway,Other,0.002
2025-01,Norway,Vivaldi,0.002
2025-01,Norway,VivoBrowser,0.001
2025-01,Norway,Whale,0.001
2025-01,Poland,Chrome,57.789
2025-01,Poland,Firefox,7.908
2025-01,Poland,Safari,7.518
2025-01,Poland,Edge,5.308
2025-01,Poland,Opera,4.606
2025-01,Poland,Chrome Mobile WebView,4.448
2025-01,Poland,Facebook,4.16
2025-01,Poland,Mobile Safari UI/WKWebView,2.748
2025-01,Poland,Samsung Internet,2.433
2025-01,Poland,Brave,1.174
2025-01,Poland,Instagram,0.847
2025-01,Poland,Yandex Browser,0.19
2025-01,Poland,Mi Browser,0.183
2025-01,Poland,TikTok,0.168
2025-01,Poland,Avast Secure Browser,0.136
2025-01,Poland,DuckDuckGo,0.115
2025-01,Poland,Huawei Browser,0.09
2025-01,Poland,Pinterest,0.035
2025-01,Poland,Aloha Browser,0.029
2025-01,Poland,Twitter,0.028
2025-01,Poland,AVG,0.026
2025-01,Poland,UC Browser,0.025
2025-01,Poland,Snapchat,0.013
2025-01,Poland,Oculus Browser,0.005
2025-01,Poland,Ecosia,0.004
2025-01,Poland,HiBrowser,0.003
2025-01,Poland,Vivaldi,0.003
2025-01,Poland,QQ Browser,0.002
2025-01,Poland,VivoBrowser,0.002
2025-01,Poland,Whale,0.002
2025-01,Poland,Instabridge,0.001
2025-01,Poland,Mint Browser,0.001
2025-01,Poland,Other,0.001
2025-01,Portugal,Chrome,57.589
2025-01,Portugal,Safari,8.236
2025-01,Portugal,Edge,7.868
2025-01,Portugal,Chrome Mobile WebView,6.96
2025-01,Portugal,Firefox,5.088
2025-01,Portugal,Mobile Safari UI/WKWebView,4.504
2025-01,Portugal,Facebook,2.944
2025-01,Portugal,Instagram,1.813
2025-01,Portugal,Opera,1.636
2025-01,Portugal,Samsung Internet,1.358
2025-01,Portugal,Brave,1.289
2025-01,Portugal,Avast Secure Browser,0.119
2025-01,Portugal,TikTok,0.106
2025-01,Portugal,Mi Browser,0.101
2025-01,Portugal,DuckDuckGo,0.09
2025-01,Portugal,Huawei Browser,0.08
2025-01,Portugal,AVG,0.053
2025-01,Portugal,Twitter,0.042
2025-01,Portugal,Pinterest,0.04
2025-01,Portugal,Aloha Browser,0.026
2025-01,Portugal,Yandex Browser,0.022
2025-01,Portugal,UC Browser,0.011
2025-01,Portugal,Ecosia,0.01
2025-01,Portugal,Snapchat,0.007
2025-01,Portugal,Oculus Browser,0.002
2025-01,Portugal,VivoBrowser,0.002
2025-01,Portugal,Whale,0.002
2025-01,Portugal,Instabridge,0.001
2025-01,Portugal,Other,0.001
2025-01,Portugal,QQ Browser,0.001
2025-01,Portugal,Vivaldi,0.001
2025-01,Romania,Chrome,54.015
2025-01,Romania,Chrome Mobile WebView,10.472
2025-01,Romania,Facebook,8.115
2025-01,Romania,Safari,7.67
2025-01,Romania,Mobile Safari UI/WKWebView,4.069
2025-01,Romania,Firefox,3.853
2025-01,Romania,Samsung Internet,3.562
2025-01,Romania,Edge,2.949
2025-01,Romania,Opera,1.672
2025-01,Romania,Brave,1.291
2025-01,Romania,Instagram,1.023
2025-01,Romania,TikTok,0.469
2025-01,Romania,Huawei Browser,0.278
